URL,FILE,KEYWORD
https://github.com/ozansz/fastrequest.git,src/fastrequest.c,Python.h
https://github.com/Kinnay/wiiulib.git,src/module_adpcm.cpp,Python.h
https://github.com/notAlaanor/cppRecolored.git,python/recolored/Lib/site-packages/clang/cindex.py,ctypes
https://github.com/ko-han/python-ctools.git,src/cachemap.c,Python.h
https://github.com/giorgi94/Py_C_extensions.git,README.md,Python.h
https://github.com/GMRiley/C2-Projects.git,Final/Final.sdf,ctypes
https://github.com/GjjvdBurg/NumPy_C_Extension.git,numpy_c_skeleton/core.py,Cython
https://github.com/himmytam/Efficient-FIR-code.git,python_extention/cpart/Debug/vc141.pdb,ctypes
https://github.com/cneira/emacs-cpp.git,emacs-clangcomplete/emacs-clangcomplete.VC.db,ctypes
https://github.com/mockystr/tp_matrix_extenstion.git,cython_matrix/cython_matrix.c,Cython
https://github.com/rahj0/ReLeMeshCpp.git,src/test.py,ctypes
https://github.com/nixen97/CPET.git,ext/src/ext.c,Python.h
https://github.com/lyyiangang/swig-example.git,example_wrap.cpp,Python.h
https://github.com/JackOgaja/pyCryoSat.git,src/pycsarray.c,Python.h
https://github.com/seahawk1986/python3_sundtek.git,sundtek_api.c,Python.h
https://github.com/jamesmeyer1993/LongC.git,bin/longc.h,ctypes
https://github.com/python-packaging-tutorial/hello-cpp.git,hello/_hello.cxx,Python.h
https://github.com/konltk/kconv_Cython.git,kconv_wrapper.c,Cython
https://github.com/sdsxpln/iotaPy-Extension.git,iotaPy.c,Python.h
https://github.com/86Ilya/protobuf_cextension.git,pb.c,Python.h
https://github.com/pkerichang/pybind_example.git,.gitmodules,pybind
https://github.com/msatyan/MySimplePyC.git,MyCExtnMod1/MyCExtnSrc1.c,Python.h
https://github.com/munirhossain/py_c_extension.git,test.c,Python.h
https://github.com/BenjaminBush/rdtscp.git,rdtscp_module.c,Python.h
https://github.com/jam31118/pycpp.git,src/include/_add.h,Python.h
https://github.com/bmcculley/python-c-extensions.git,00-HelloWorld/libmypy.c,Python.h
https://github.com/HussanKhan/PageHawk-C-Extensions.git,C_SENTCOUNT/C_sentcounter_ext.c,Python.h
https://github.com/cz172638/pygrass.git,TODO,Cython
https://github.com/Cologler/extensionmethod-python.git,extensionmethod/__init__.py,ctypes
https://github.com/shubham1172/unshare.git,unshare.c,Python.h
https://github.com/Qinka/pytorch-ext-demo.git,dot_power.pytorch/setup.py,cffi
https://github.com/mdklatt/cppext-python.git,src/cppext/_cpp.cpp,Python.h
https://github.com/TankMermaid/pynw.git,_nw.c,Python.h
https://github.com/jam31118/cext-with-lib.git,src/pyc/_program.c,Python.h
https://github.com/mihaiblidaru/python-extension-template.git,examples/cmathpy/cmathpy.c,Python.h
https://github.com/siri3us/extensions.git,01_hello/hello.c,Python.h
https://github.com/sknsht/graphs.git,AdjacencyMatrix.c,Python.h
https://github.com/taudor/pypuf_helper.git,pypuf_helper_src/python_wrapper.c,Python.h
https://github.com/jam31118/pycext.git,cuda/obj/_add.cc,Python.h
https://github.com/msatyan/PyCExtension.git,MyCLib1/MyCLib1Src.c,Python.h
https://github.com/aodag/mycmath.git,mycmathmodule.c,Python.h
https://github.com/c-bata/python-c-api-example.git,bench.py,Cython
https://github.com/ajcr/IntervalAlgebra.git,src/interval.c,Python.h
https://github.com/vivescere/uvincenty.git,vincenty.c,Python.h
https://github.com/ethanhs/pyqml.git,src/QMLApplication.h,Python.h
https://github.com/yannlandry/cusec_workshop.git,yelp_arithmetic.c,Python.h
https://github.com/tbjc1magic/tbjcPyRootReader.git,decoder/tbjcPyRootReader.cxx,Python.h
https://github.com/aalok-sathe/swig-tutorial-py-c.git,README.md,Python.h
https://github.com/kilian-gebhardt/cython-cpp-adapter.git,README.md,Cython
https://github.com/jerrykcode/MLAlgorithm.git,MLAlgorithm.cpp,Python.h
https://github.com/jweinst1/sword.git,include/sword_csv_read.h,Python.h
https://github.com/jweinst1/PyCExtension.git,README.md,Python.h
https://github.com/rosas-robot/Baxter_IKFast_Python.git,myIKFastwrap.cpp,Python.h
https://github.com/vsmaxim/dmt-2019-dynamic-solver.git,main.cpp,Python.h
https://github.com/jq2/simple_python_extension.git,custom_function.c,Python.h
https://github.com/acarl005/PyBloom.git,README.md,Cython
https://github.com/aoprisor/upath.git,upath/upath.c,Python.h
https://github.com/DobroSun/py_set.git,utils.h,Python.h
https://github.com/kocicjelena/cplusplus_extension_for_py.git,c_module.c,Python.h
https://github.com/edhodapp/bs.git,bs.c,Python.h
https://github.com/Paul-St-Young/thw-python-as-glue.git,1_basic/cpplib/example.cpp,pybind
https://github.com/zekunhao1995/fastvio.git,fastvio.h,Python.h
https://github.com/prasunanand/pytensor.git,tensor/csrc/tensormodule.c,Python.h
https://github.com/deprekate/cpython_extension_template.git,src/cpython_extension_template.cpp,Python.h
https://github.com/gangrel2321/Pixie.git,_gradDescent.cpp,Python.h
https://github.com/uranusjr/cpython-windows-minimal.git,test/hello.c,Python.h
https://github.com/gentom/python-c-extension-module.git,extensions/main.c,Python.h
https://github.com/dewnull/PythonCppExtensionModuleTemplate.git,fast_tools/tool1/src/tool1Module.cpp,Python.h
https://github.com/xkortex/python_extension_lab.git,CMakeLists.txt,Python.h
https://github.com/tonikarppi/py-ext-sample.git,fibonacci.c,Python.h
https://github.com/python-packaging-tutorial/hello-cython.git,CMakeLists.txt,Cython
https://github.com/eddieantonio/pctncd.git,pctncd/_pctncd.c,Python.h
https://github.com/ThibHlln/smartcpp.git,smartcpp/smartcpp.cpp,Python.h
https://github.com/tsupei/CExtension.git,csum/csum.c,Python.h
https://github.com/gentom/calgopy.git,sort/module/sort.c,Python.h
https://github.com/taudor/polymath.git,polymath_src/python_wrapper.c,Python.h
https://github.com/neptune46/cpp-extension-for-python.git,superfastcode/module.cpp,Python.h
https://github.com/rasmartguy/racrypt.git,racrypt/__init__.py,ctypes
https://github.com/bsolomon1124/hello-c-extension.git,cmod/_cmodule.cc,Python.h
https://github.com/goldstar611/python3-aa.git,aa.c,Python.h
https://github.com/buckerman/goertzel-filter-optimized.git,goertzel.c,Python.h
https://github.com/lujiajing1126/tov-solver.git,src/common.h,Python.h
